"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002718","regulation of cytokine production involved in immune response","7/788","118/18903",0.222195301518524,0.468245649641721,0.378560946916259,"CCR2/KIT/TLR3/TWIST1/RIPK2/SLC7A5/HMOX1",7
"GO:0006941","striated muscle contraction","10/788","181/18903",0.224325328013815,0.472542215352678,0.382034576591777,"SLC9A1/RCSD1/HOMER1/SRI/STC1/GSN/P2RX4/CHGA/CCDC78/DSC2",10
"GO:0051017","actin filament bundle assembly","9/788","160/18903",0.224718071832783,0.472901540544865,0.382325078991765,"ASAP3/SLC9A1/TACSTD2/PTGER4/SYNPO/MET/RHPN1/LPAR1/PLS3",9
"GO:0021510","spinal cord development","6/788","98/18903",0.22476968243188,0.472901540544865,0.382325078991765,"LRP8/PROX1/SOX4/DAAM2/SHH/HOXB8",6
"GO:0032642","regulation of chemokine production","6/788","98/18903",0.22476968243188,0.472901540544865,0.382325078991765,"IL6R/TLR3/TWIST1/RIPK2/KLF4/HMOX1",6
"GO:0051966","regulation of synaptic transmission, glutamatergic","5/788","78/18903",0.225392157767761,0.47363429097832,0.382917483209838,"SERPINE2/CCR2/HOMER1/MEF2C/GRIN2D",5
"GO:1901568","fatty acid derivative metabolic process","5/788","78/18903",0.225392157767761,0.47363429097832,0.382917483209838,"HMGCS2/HPGD/ACSL6/DGAT2/GGT6",5
"GO:1903533","regulation of protein targeting","5/788","78/18903",0.225392157767761,0.47363429097832,0.382917483209838,"PINK1/ANK3/CHP1/SLC51B/CEMIP",5
"GO:0050953","sensory perception of light stimulus","12/788","224/18903",0.226145456543806,0.475024627405758,0.384041523710601,"TACSTD2/COL11A1/RGS16/CNNM4/TGFBI/PDE6A/CLIC5/RDH5/HSF4/CDH3/RGS9/GPR143",12
"GO:1903828","negative regulation of protein localization","11/788","203/18903",0.227909589503825,0.478536261267757,0.386880562238858,"VSNL1/PID1/FAM3D/LRRC15/ADTRP/SAPCD2/TRIM29/CHGA/CHP1/SRCIN1/TP53INP2",11
"GO:0016032","viral process","21/788","421/18903",0.228197320780556,0.478825367927289,0.387114295303705,"NECTIN4/NR5A2/PROX1/GPR15/CLDN1/LRRC15/LEF1/ITGA2/LY6E/PCSK5/GSN/CDK1/IFITM1/IFITM3/SMPD1/BICD1/TYRO3/TFAP4/TOP2A/BCL2/CD209",21
"GO:0015718","monocarboxylic acid transport","7/788","119/18903",0.228324485555448,0.478825367927289,0.387114295303705,"SLC5A6/SLC22A3/P2RX4/SLC51B/NMB/PLA2G10/ATP8B1",7
"GO:0031398","positive regulation of protein ubiquitination","7/788","119/18903",0.228324485555448,0.478825367927289,0.387114295303705,"PINK1/RIPK2/FANCI/BRCA1/CDK5RAP3/UBE2S/TRIB3",7
"GO:0046486","glycerolipid metabolic process","20/788","399/18903",0.228512270252641,0.479025317333812,0.387275947711425,"PCSK9/PLCD1/MGLL/PIGZ/CWH43/NAAA/GPAT3/SLC44A4/ENPP2/PLCE1/MOGAT2/DGAT2/AJUBA/ITPKA/PLA2G10/APOBR/GDPD3/ABHD3/PCK1/BMX",20
"GO:0002791","regulation of peptide secretion","10/788","182/18903",0.229244526230254,0.480366006843986,0.388359850340057,"VSNL1/FAM3D/SOX4/STX1A/SRI/TFR2/SYT7/PDX1/CHGA/FOXA2",10
"GO:0046434","organophosphate catabolic process","9/788","161/18903",0.229969564983887,0.48073740917267,0.388660116700975,"DPYD/SMPDL3A/ENPP2/ENTPD8/SMPD1/ENTPD5/PLA2G10/GDPD3/SMPD3",9
"GO:0002090","regulation of receptor internalization","4/788","59/18903",0.231104359636327,0.48073740917267,0.388660116700975,"PCSK9/SFRP4/ANKRD13B/APLN",4
"GO:0002763","positive regulation of myeloid leukocyte differentiation","4/788","59/18903",0.231104359636327,0.48073740917267,0.388660116700975,"LEF1/IL23A/TESC/LIF",4
"GO:0030042","actin filament depolymerization","4/788","59/18903",0.231104359636327,0.48073740917267,0.388660116700975,"VILL/SCIN/GSN/SPTBN2",4
"GO:0035773","insulin secretion involved in cellular response to glucose stimulus","4/788","59/18903",0.231104359636327,0.48073740917267,0.388660116700975,"VSNL1/SRI/PDX1/FOXA2",4
"GO:0051653","spindle localization","4/788","59/18903",0.231104359636327,0.48073740917267,0.388660116700975,"ASPM/CENPA/MAD2L1/SAPCD2",4
"GO:0006140","regulation of nucleotide metabolic process","6/788","99/18903",0.231573321051156,0.48073740917267,0.388660116700975,"PINK1/GUCA2A/PID1/PPARGC1A/SLC4A4/MLXIPL",6
"GO:0030101","natural killer cell activation","6/788","99/18903",0.231573321051156,0.48073740917267,0.388660116700975,"SLAMF7/ULBP3/TOX/IL23A/TYRO3/RAB27A",6
"GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","6/788","99/18903",0.231573321051156,0.48073740917267,0.388660116700975,"BMP5/BMP4/BRCA1/BCL2/EYA2/HMOX1",6
"GO:0000266","mitochondrial fission","3/788","40/18903",0.232181763174353,0.48073740917267,0.388660116700975,"PINK1/MTFR2/AURKA",3
"GO:0001953","negative regulation of cell-matrix adhesion","3/788","40/18903",0.232181763174353,0.48073740917267,0.388660116700975,"CDKN2A/MMP12/ACVRL1",3
"GO:0016233","telomere capping","3/788","40/18903",0.232181763174353,0.48073740917267,0.388660116700975,"NEK2/PKIB/MAPK15",3
"GO:0030201","heparan sulfate proteoglycan metabolic process","3/788","40/18903",0.232181763174353,0.48073740917267,0.388660116700975,"UGDH/SULF1/HS6ST2",3
"GO:0032965","regulation of collagen biosynthetic process","3/788","40/18903",0.232181763174353,0.48073740917267,0.388660116700975,"ITGA2/INHBA/BMP4",3
"GO:0045823","positive regulation of heart contraction","3/788","40/18903",0.232181763174353,0.48073740917267,0.388660116700975,"CHGA/EDN3/APLN",3
"GO:0048753","pigment granule organization","3/788","40/18903",0.232181763174353,0.48073740917267,0.388660116700975,"AP1S3/BCL2/GPR143",3
"GO:0051294","establishment of spindle orientation","3/788","40/18903",0.232181763174353,0.48073740917267,0.388660116700975,"CENPA/MAD2L1/SAPCD2",3
"GO:0090278","negative regulation of peptide hormone secretion","3/788","40/18903",0.232181763174353,0.48073740917267,0.388660116700975,"VSNL1/FAM3D/CHGA",3
"GO:1900016","negative regulation of cytokine production involved in inflammatory response","3/788","40/18903",0.232181763174353,0.48073740917267,0.388660116700975,"PDCD4/APPL2/PLA2G10",3
"GO:1901186","positive regulation of ERBB signaling pathway","3/788","40/18903",0.232181763174353,0.48073740917267,0.388660116700975,"AGT/EREG/AREG",3
"GO:1901888","regulation of cell junction assembly","11/788","204/18903",0.232581711055809,0.48073740917267,0.388660116700975,"SLC9A1/AGT/EPHB3/CLDN1/MEF2C/THBS2/THY1/ACVRL1/SNAI1/CLDN5/SRPX2",11
"GO:0001919","regulation of receptor recycling","2/788","22/18903",0.233039824747539,0.48073740917267,0.388660116700975,"PCSK9/NSG1",2
"GO:0002115","store-operated calcium entry","2/788","22/18903",0.233039824747539,0.48073740917267,0.388660116700975,"HOMER1/STC2",2
"GO:0002902","regulation of B cell apoptotic process","2/788","22/18903",0.233039824747539,0.48073740917267,0.388660116700975,"SLC39A10/BCL2",2
"GO:0006244","pyrimidine nucleotide catabolic process","2/788","22/18903",0.233039824747539,0.48073740917267,0.388660116700975,"DPYD/ENTPD5",2
"GO:0006907","pinocytosis","2/788","22/18903",0.233039824747539,0.48073740917267,0.388660116700975,"PROM2/APPL2",2
"GO:0009127","purine nucleoside monophosphate biosynthetic process","2/788","22/18903",0.233039824747539,0.48073740917267,0.388660116700975,"PPAT/IMPDH1",2
"GO:0010766","negative regulation of sodium ion transport","2/788","22/18903",0.233039824747539,0.48073740917267,0.388660116700975,"PCSK9/SERPINE2",2
"GO:0032303","regulation of icosanoid secretion","2/788","22/18903",0.233039824747539,0.48073740917267,0.388660116700975,"P2RX4/PLA2G10",2
"GO:0035089","establishment of apical/basal cell polarity","2/788","22/18903",0.233039824747539,0.48073740917267,0.388660116700975,"PTK7/SYNE4",2
"GO:0045717","negative regulation of fatty acid biosynthetic process","2/788","22/18903",0.233039824747539,0.48073740917267,0.388660116700975,"BRCA1/TRIB3",2
"GO:0046514","ceramide catabolic process","2/788","22/18903",0.233039824747539,0.48073740917267,0.388660116700975,"NEU4/CEL",2
"GO:0046628","positive regulation of insulin receptor signaling pathway","2/788","22/18903",0.233039824747539,0.48073740917267,0.388660116700975,"ZBTB7B/AGT",2
"GO:0051220","cytoplasmic sequestering of protein","2/788","22/18903",0.233039824747539,0.48073740917267,0.388660116700975,"MDFI/SRI",2
"GO:0051444","negative regulation of ubiquitin-protein transferase activity","2/788","22/18903",0.233039824747539,0.48073740917267,0.388660116700975,"MAD2L1/BUB1B",2
"GO:0061042","vascular wound healing","2/788","22/18903",0.233039824747539,0.48073740917267,0.388660116700975,"SLC12A2/TAFA5",2
"GO:0072574","hepatocyte proliferation","2/788","22/18903",0.233039824747539,0.48073740917267,0.388660116700975,"PROX1/PTN",2
"GO:0072575","epithelial cell proliferation involved in liver morphogenesis","2/788","22/18903",0.233039824747539,0.48073740917267,0.388660116700975,"PROX1/PTN",2
"GO:0090042","tubulin deacetylation","2/788","22/18903",0.233039824747539,0.48073740917267,0.388660116700975,"KAT2A/BEX4",2
"GO:0050867","positive regulation of cell activation","23/788","467/18903",0.233301561173971,0.481085829687035,0.388941803033659,"ZBTB7B/CD1D/DUSP10/SLC39A10/CCR2/HHLA2/LEF1/MEF2C/SOX4/ZP3/SHH/TOX/RIPK2/VSIR/THY1/IL23A/HSPH1/BCL2/EBI3/TNFSF9/CD209/FCHO1/PCK1",23
"GO:0032868","response to insulin","14/788","269/18903",0.233889691174673,0.482106754044214,0.389767186230874,"SLC9A1/PCSK9/HMGCS2/ZBTB7B/AGT/PID1/KAT2B/HDAC9/GPT/VWA2/APPL2/HSD11B2/TRIB3/PCK1",14
"GO:0030073","insulin secretion","10/788","183/18903",0.234204571283292,0.482427419471993,0.390026433504344,"VSNL1/IL1RN/FAM3D/SOX4/STX1A/SRI/SYT7/PDX1/CHGA/FOXA2",10
"GO:0002821","positive regulation of adaptive immune response","7/788","120/18903",0.234510742888836,0.482427419471993,0.390026433504344,"CD1D/SLC11A1/CCR2/ZP3/AZGP1/RIPK2/IL23A",7
"GO:0007006","mitochondrial membrane organization","7/788","120/18903",0.234510742888836,0.482427419471993,0.390026433504344,"PINK1/SLC9A1/GZMB/ACAA2/PMAIP1/BCL2/EYA2",7
"GO:0018210","peptidyl-threonine modification","7/788","120/18903",0.234510742888836,0.482427419471993,0.390026433504344,"CHI3L1/RIPK2/CDK1/CHEK1/CEMIP/BCL2/BMP7",7
"GO:0042752","regulation of circadian rhythm","7/788","120/18903",0.234510742888836,0.482427419471993,0.390026433504344,"PROX1/BHLHE40/PPARGC1A/CDK1/BMAL2/TOP2A/GNA11",7
"GO:0009855","determination of bilateral symmetry","8/788","141/18903",0.235506401024814,0.483899353731398,0.391216443123152,"GREM2/TDGF1/MEF2C/DAAM2/CITED2/SHH/PIERCE1/RPGRIP1L",8
"GO:0046328","regulation of JNK cascade","8/788","141/18903",0.235506401024814,0.483899353731398,0.391216443123152,"PINK1/TRAF5/DUSP10/EDAR/TLR3/UNC5CL/RIPK2/PDCD4",8
"GO:0090090","negative regulation of canonical Wnt signaling pathway","8/788","141/18903",0.235506401024814,0.483899353731398,0.391216443123152,"NKD2/SFRP4/SHH/NKD1/AXIN2/SOX9/BMP2/ZNRF3",8
"GO:0042593","glucose homeostasis","13/788","248/18903",0.236774259977407,0.486311619184669,0.393166679062135,"VSNL1/PPARGC1A/SOX4/SLC29A1/MLXIPL/SRI/CCN4/TWNK/APPL2/PDX1/NMB/FOXA2/PCK1",13
"GO:0010975","regulation of neuron projection development","22/788","446/18903",0.237195986965423,0.486984787818868,0.393710913388266,"LRP8/AGT/ALKAL2/ITM2C/NEU4/EPHB3/SPP1/ENC1/PTK7/BMP5/PTN/ALKAL1/TOX/STMN2/KLF4/LPAR1/THY1/ITPKA/ARHGAP44/SRCIN1/LZTS3/BMP7",22
"GO:0036473","cell death in response to oxidative stress","6/788","100/18903",0.238440863009443,0.488959458692099,0.395307368744958,"PINK1/SLC7A11/MET/MMP3/PYCR1/BCL2",6
"GO:0048709","oligodendrocyte differentiation","6/788","100/18903",0.238440863009443,0.488959458692099,0.395307368744958,"DUSP10/DAAM2/PTN/SHH/LPAR1/SOX9",6
"GO:1901992","positive regulation of mitotic cell cycle phase transition","6/788","100/18903",0.238440863009443,0.488959458692099,0.395307368744958,"MTBP/CDK1/CDCA5/CCND1/CDC6/CDC25B",6
"GO:0010001","glial cell differentiation","12/788","227/18903",0.239512403408292,0.490927661432451,0.396898594832549,"DUSP10/SERPINE2/LEF1/SOX4/DAAM2/PTN/SHH/LPAR1/CDK1/SOX9/BMP2/LIF",12
"GO:0002711","positive regulation of T cell mediated immunity","4/788","60/18903",0.240158553016454,0.490927661432451,0.396898594832549,"CD1D/ZP3/AZGP1/IL23A",4
"GO:0033866","nucleoside bisphosphate biosynthetic process","4/788","60/18903",0.240158553016454,0.490927661432451,0.396898594832549,"ACSL6/SLC26A2/PAPSS2/ACACB",4
"GO:0034030","ribonucleoside bisphosphate biosynthetic process","4/788","60/18903",0.240158553016454,0.490927661432451,0.396898594832549,"ACSL6/SLC26A2/PAPSS2/ACACB",4
"GO:0034033","purine nucleoside bisphosphate biosynthetic process","4/788","60/18903",0.240158553016454,0.490927661432451,0.396898594832549,"ACSL6/SLC26A2/PAPSS2/ACACB",4
"GO:0051353","positive regulation of oxidoreductase activity","4/788","60/18903",0.240158553016454,0.490927661432451,0.396898594832549,"AGT/CYP27B1/CDH3/EDN3",4
"GO:1905517","macrophage migration","4/788","60/18903",0.240158553016454,0.490927661432451,0.396898594832549,"CCR2/P2RX4/EDNRB/MMP28",4
"GO:2000300","regulation of synaptic vesicle exocytosis","4/788","60/18903",0.240158553016454,0.490927661432451,0.396898594832549,"P2RY1/APBA1/P2RX1/SYP",4
"GO:0051865","protein autoubiquitination","5/788","80/18903",0.24085897002431,0.491971297858091,0.397742339977493,"UBE2T/RNF183/BRCA2/BRCA1/UHRF1",5
"GO:1903201","regulation of oxidative stress-induced cell death","5/788","80/18903",0.24085897002431,0.491971297858091,0.397742339977493,"PINK1/SLC7A11/MET/MMP3/PYCR1",5
"GO:0033500","carbohydrate homeostasis","13/788","249/18903",0.241069513751553,0.49220733658808,0.397933169396201,"VSNL1/PPARGC1A/SOX4/SLC29A1/MLXIPL/SRI/CCN4/TWNK/APPL2/PDX1/NMB/FOXA2/PCK1",13
"GO:0042552","myelination","8/788","142/18903",0.241251818318075,0.492385554361664,0.39807725250552,"KIF14/MALL/PTN/LPAR1/EPB41L3/BCAS1/JAM2/CLDN5",8
"GO:0009306","protein secretion","18/788","359/18903",0.242814773842432,0.495003544669976,0.400193810109184,"VSNL1/IL1RN/FAM3D/SLC12A2/BMP6/ADTRP/SOX4/STX1A/SRI/PCSK5/SYT7/PDX1/EDNRB/CHGA/SRCIN1/KRT20/COMP/FOXA2",18
"GO:0001914","regulation of T cell mediated cytotoxicity","3/788","41/18903",0.243394255464897,0.495003544669976,0.400193810109184,"CD1D/AZGP1/IL23A",3
"GO:0002792","negative regulation of peptide secretion","3/788","41/18903",0.243394255464897,0.495003544669976,0.400193810109184,"VSNL1/FAM3D/CHGA",3
"GO:0009069","serine family amino acid metabolic process","3/788","41/18903",0.243394255464897,0.495003544669976,0.400193810109184,"SLC7A11/PSAT1/TST",3
"GO:0017158","regulation of calcium ion-dependent exocytosis","3/788","41/18903",0.243394255464897,0.495003544669976,0.400193810109184,"STX1A/ZP3/SYT7",3
"GO:0042119","neutrophil activation","3/788","41/18903",0.243394255464897,0.495003544669976,0.400193810109184,"DNASE1L3/CTSG/SCNN1B",3
"GO:0045023","G0 to G1 transition","3/788","41/18903",0.243394255464897,0.495003544669976,0.400193810109184,"CDKN2B/CHEK1/DPF3",3
"GO:0070232","regulation of T cell apoptotic process","3/788","41/18903",0.243394255464897,0.495003544669976,0.400193810109184,"GIMAP8/BMP4/BCL2",3
"GO:1903524","positive regulation of blood circulation","3/788","41/18903",0.243394255464897,0.495003544669976,0.400193810109184,"CHGA/EDN3/APLN",3
"GO:0016049","cell growth","24/788","493/18903",0.244632475556561,0.497326594089486,0.402071917868767,"SLC9A1/KIF14/AGT/GNG4/SERPINE2/MSX1/SPP1/EDNRA/SLC44A4/CPNE5/INHBA/CDKN2A/PLCE1/ACVRL1/CYP27B1/BDKRB1/NDN/TMEM97/SOX9/EPB41L3/BCL2/LTBP4/AURKA/EDN3",24
"GO:0032204","regulation of telomere maintenance","6/788","101/18903",0.245369207233926,0.498237943529077,0.402808713409926,"NEK2/PKIB/MYC/MAPK15/PIF1/DKC1",6
"GO:0150115","cell-substrate junction organization","6/788","101/18903",0.245369207233926,0.498237943529077,0.402808713409926,"SLC9A1/ITGA2/THY1/ACVRL1/AJUBA/BCL2",6
"GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","6/788","101/18903",0.245369207233926,0.498237943529077,0.402808713409926,"PINK1/HELLS/DDIAS/PDX1/BCL2/SNAI1",6
"GO:0007519","skeletal muscle tissue development","9/788","164/18903",0.245988016508536,0.498935977483218,0.403373050515592,"HOMER1/MEF2C/TCF21/CITED2/HDAC9/TWIST1/SHH/BARX2/BCL2",9
"GO:0061572","actin filament bundle organization","9/788","164/18903",0.245988016508536,0.498935977483218,0.403373050515592,"ASAP3/SLC9A1/TACSTD2/PTGER4/SYNPO/MET/RHPN1/LPAR1/PLS3",9
"GO:0035592","establishment of protein localization to extracellular region","18/788","360/18903",0.246414783468128,0.498935977483218,0.403373050515592,"VSNL1/IL1RN/FAM3D/SLC12A2/BMP6/ADTRP/SOX4/STX1A/SRI/PCSK5/SYT7/PDX1/EDNRB/CHGA/SRCIN1/KRT20/COMP/FOXA2",18
"GO:2001056","positive regulation of cysteine-type endopeptidase activity","8/788","143/18903",0.247043891103312,0.498935977483218,0.403373050515592,"PRR7/RIPK2/MYC/GSN/TFAP4/P2RX1/ATP2A3/PMAIP1",8
"GO:0002761","regulation of myeloid leukocyte differentiation","7/788","122/18903",0.247045477751817,0.498935977483218,0.403373050515592,"LEF1/TLR3/INHBA/MYC/IL23A/TESC/LIF",7
"GO:0006476","protein deacetylation","7/788","122/18903",0.247045477751817,0.498935977483218,0.403373050515592,"PINK1/ZBTB7B/HDAC9/NCAPG2/NDN/KAT2A/BEX4",7
"GO:1901989","positive regulation of cell cycle phase transition","7/788","122/18903",0.247045477751817,0.498935977483218,0.403373050515592,"MTBP/MAPK15/CDK1/CDCA5/CCND1/CDC6/CDC25B",7
"GO:0002689","negative regulation of leukocyte chemotaxis","2/788","23/18903",0.248682113540123,0.498935977483218,0.403373050515592,"PADI2/MMP28",2
"GO:0009220","pyrimidine ribonucleotide biosynthetic process","2/788","23/18903",0.248682113540123,0.498935977483218,0.403373050515592,"CTPS1/NME1",2
"GO:0010560","positive regulation of glycoprotein biosynthetic process","2/788","23/18903",0.248682113540123,0.498935977483218,0.403373050515592,"CHP1/SLC51B",2
"GO:0021846","cell proliferation in forebrain","2/788","23/18903",0.248682113540123,0.498935977483218,0.403373050515592,"KIF14/FGFR2",2
"GO:0023058","adaptation of signaling pathway","2/788","23/18903",0.248682113540123,0.498935977483218,0.403373050515592,"ADRB2/APLN",2
"GO:0031065","positive regulation of histone deacetylation","2/788","23/18903",0.248682113540123,0.498935977483218,0.403373050515592,"PINK1/ZBTB7B",2
"GO:0032042","mitochondrial DNA metabolic process","2/788","23/18903",0.248682113540123,0.498935977483218,0.403373050515592,"PPARGC1A/TWNK",2
"GO:0035518","histone H2A monoubiquitination","2/788","23/18903",0.248682113540123,0.498935977483218,0.403373050515592,"BRCA2/BRCA1",2
"GO:0035739","CD4-positive, alpha-beta T cell proliferation","2/788","23/18903",0.248682113540123,0.498935977483218,0.403373050515592,"RIPK2/VSIR",2
"GO:0045591","positive regulation of regulatory T cell differentiation","2/788","23/18903",0.248682113540123,0.498935977483218,0.403373050515592,"DUSP10/VSIR",2
"GO:0045624","positive regulation of T-helper cell differentiation","2/788","23/18903",0.248682113540123,0.498935977483218,0.403373050515592,"RIPK2/IL23A",2
"GO:0046519","sphingoid metabolic process","2/788","23/18903",0.248682113540123,0.498935977483218,0.403373050515592,"NAAA/PLPP1",2
"GO:0060444","branching involved in mammary gland duct morphogenesis","2/788","23/18903",0.248682113540123,0.498935977483218,0.403373050515592,"AREG/MSX2",2
"GO:0071359","cellular response to dsRNA","2/788","23/18903",0.248682113540123,0.498935977483218,0.403373050515592,"TLR3/RIOK3",2
"GO:0072170","metanephric tubule development","2/788","23/18903",0.248682113540123,0.498935977483218,0.403373050515592,"SOX9/LIF",2
"GO:0072243","metanephric nephron epithelium development","2/788","23/18903",0.248682113540123,0.498935977483218,0.403373050515592,"SOX9/LIF",2
"GO:0072576","liver morphogenesis","2/788","23/18903",0.248682113540123,0.498935977483218,0.403373050515592,"PROX1/PTN",2
"GO:0097150","neuronal stem cell population maintenance","2/788","23/18903",0.248682113540123,0.498935977483218,0.403373050515592,"ASPM/PROX1",2
"GO:0140112","extracellular vesicle biogenesis","2/788","23/18903",0.248682113540123,0.498935977483218,0.403373050515592,"RAB27A/SMPD3",2
"GO:2000561","regulation of CD4-positive, alpha-beta T cell proliferation","2/788","23/18903",0.248682113540123,0.498935977483218,0.403373050515592,"RIPK2/VSIR",2
"GO:0010833","telomere maintenance via telomere lengthening","5/788","81/18903",0.248697728645147,0.498935977483218,0.403373050515592,"NEK2/PKIB/MAPK15/PIF1/DKC1",5
"GO:0032272","negative regulation of protein polymerization","5/788","81/18903",0.248697728645147,0.498935977483218,0.403373050515592,"VILL/SCIN/STMN2/GSN/SPTBN2",5
"GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","5/788","81/18903",0.248697728645147,0.498935977483218,0.403373050515592,"CXCL1/CXCL3/CXCL2/CXCL11/LGALS4",5
"GO:1901657","glycosyl compound metabolic process","5/788","81/18903",0.248697728645147,0.498935977483218,0.403373050515592,"FUCA1/DPYD/AKR1B10/AKR1C2/PTGDR",5
"GO:0009266","response to temperature stimulus","10/788","186/18903",0.249318772541766,0.499794924298426,0.404067480287582,"SLC9A1/HMGCS2/SCN9A/PLAC8/ADRB2/SLC25A27/SCARA5/APPL2/DIO2/HMOX1",10
"GO:0018393","internal peptidyl-lysine acetylation","10/788","186/18903",0.249318772541766,0.499794924298426,0.404067480287582,"KAT2B/PPARGC1A/LEF1/TWIST1/CHEK1/BRCA2/KAT2A/BRCA1/MRGBP/LIF",10
"GO:0045216","cell-cell junction organization","11/788","208/18903",0.25162780168758,0.504228642051446,0.407651992801957,"AGT/GRHL1/ECT2/CLDN1/BMP6/CLDN23/CDH11/EPB41L3/SNAI1/CLDN5/CLDN2",11
"GO:0031058","positive regulation of histone modification","6/788","102/18903",0.252355235457565,0.505295529420828,0.408514535557272,"PINK1/ZBTB7B/PPARGC1A/KAT2A/BRCA1/LIF",6
"GO:0035249","synaptic transmission, glutamatergic","6/788","102/18903",0.252355235457565,0.505295529420828,0.408514535557272,"SERPINE2/CCR2/HOMER1/MEF2C/P2RX1/GRIN2D",6
"GO:0007272","ensheathment of neurons","8/788","144/18903",0.252880868253161,0.505957011308061,0.409049321539354,"KIF14/MALL/PTN/LPAR1/EPB41L3/BCAS1/JAM2/CLDN5",8
"GO:0008366","axon ensheathment","8/788","144/18903",0.252880868253161,0.505957011308061,0.409049321539354,"KIF14/MALL/PTN/LPAR1/EPB41L3/BCAS1/JAM2/CLDN5",8
"GO:0006473","protein acetylation","12/788","230/18903",0.253172581859606,0.506345163719211,0.409363129781726,"KAT2B/PPARGC1A/LEF1/SOX4/TWIST1/DSCC1/CHEK1/BRCA2/KAT2A/BRCA1/MRGBP/LIF",12
"GO:1903829","positive regulation of protein localization","22/788","451/18903",0.253311778479388,0.50642810033958,0.409430181265418,"PINK1/VSNL1/ECT2/NKD2/BMP6/SOX4/SRI/SHH/PTP4A3/ANK3/CDK1/BICD1/PDX1/GZMB/AKAP5/CHP1/SLC51B/CEMIP/CHP2/CDK5RAP3/LIF/DKC1",22
"GO:0014904","myotube cell development","3/788","42/18903",0.254691174719978,0.50761910284574,0.410393066957697,"HOMER1/HDAC9/BCL2",3
"GO:0032735","positive regulation of interleukin-12 production","3/788","42/18903",0.254691174719978,0.50761910284574,0.410393066957697,"TLR3/RIPK2/IL23A",3
"GO:0043029","T cell homeostasis","3/788","42/18903",0.254691174719978,0.50761910284574,0.410393066957697,"SPNS2/PMAIP1/BCL2",3
"GO:0045429","positive regulation of nitric oxide biosynthetic process","3/788","42/18903",0.254691174719978,0.50761910284574,0.410393066957697,"AGT/KLF4/P2RX4",3
"GO:0050913","sensory perception of bitter taste","3/788","42/18903",0.254691174719978,0.50761910284574,0.410393066957697,"PIGR/AZGP1/CST1",3
"GO:0071354","cellular response to interleukin-6","3/788","42/18903",0.254691174719978,0.50761910284574,0.410393066957697,"IL6R/PID1/TDGF1",3
"GO:0071542","dopaminergic neuron differentiation","3/788","42/18903",0.254691174719978,0.50761910284574,0.410393066957697,"WNT2/SHH/FOXA2",3
"GO:1902110","positive regulation of mitochondrial membrane permeability involved in apoptotic process","3/788","42/18903",0.254691174719978,0.50761910284574,0.410393066957697,"GZMB/ACAA2/EYA2",3
"GO:0009314","response to radiation","22/788","452/18903",0.256587781191616,0.510639257390048,0.412834760895487,"RAD54L/BHLHE40/ECT2/KIT/SLC7A11/XRCC2/ANGPT2/MYC/PIERCE1/CASP7/SMPD1/CCND1/MMP1/MMP3/CHEK1/BRCA2/TICRR/BRCA1/RGS9/BCL2/GNA11/TIMP1",22
"GO:0021766","hippocampus development","5/788","82/18903",0.256600661181722,0.510639257390048,0.412834760895487,"LRP8/KIF14/PROX1/LEF1/PHLPP2",5
"GO:0048708","astrocyte differentiation","5/788","82/18903",0.256600661181722,0.510639257390048,0.412834760895487,"SERPINE2/SHH/SOX9/BMP2/LIF",5
"GO:2000736","regulation of stem cell differentiation","5/788","82/18903",0.256600661181722,0.510639257390048,0.412834760895487,"TACSTD2/PUS7/PTN/SOX9/SLC4A11",5
"GO:0051250","negative regulation of lymphocyte activation","9/788","166/18903",0.256873227626029,0.510789357466648,0.412956111787211,"ZBTB7B/INHBA/FGL2/SHH/VSIR/CTSG/BMP4/TYRO3/TNFRSF13B",9
"GO:0099173","postsynapse organization","9/788","166/18903",0.256873227626029,0.510789357466648,0.412956111787211,"LRP8/EPHB3/SLC7A11/HOMER1/SPTBN2/ITPKA/ARHGAP44/SRCIN1/LZTS3",9
"GO:0046824","positive regulation of nucleocytoplasmic transport","4/788","62/18903",0.258499656718646,0.513432434310474,0.415092951015801,"ECT2/SHH/CDK1/CHP2",4
"GO:0061951","establishment of protein localization to plasma membrane","4/788","62/18903",0.258499656718646,0.513432434310474,0.415092951015801,"NSG1/ANK3/AKAP5/ARHGAP44",4
"GO:0070228","regulation of lymphocyte apoptotic process","4/788","62/18903",0.258499656718646,0.513432434310474,0.415092951015801,"SLC39A10/GIMAP8/BMP4/BCL2",4
"GO:0014065","phosphatidylinositol 3-kinase signaling","8/788","145/18903",0.258760982539327,0.51355779836032,0.415194303657209,"AGT/SERPINE2/KIT/TWIST1/PDGFD/TYRO3/SOX9/LIME1",8
"GO:0060078","regulation of postsynaptic membrane potential","8/788","145/18903",0.258760982539327,0.51355779836032,0.415194303657209,"MEF2C/ADRB2/SLC29A1/STX1A/P2RX4/P2RX1/GRIN2D/GABRE",8
"GO:0006475","internal protein amino acid acetylation","10/788","188/18903",0.259578688902709,0.514983447891975,0.416346893621658,"KAT2B/PPARGC1A/LEF1/TWIST1/CHEK1/BRCA2/KAT2A/BRCA1/MRGBP/LIF",10
